Time,Ch1,Ch2,status
2022/02/24 17:24:38.554,-17380,4711,3
2022/02/24 17:24:38.555,-17410,4703,3
2022/02/24 17:24:38.557,-17435,4692,3
2022/02/24 17:24:38.559,-17448,4679,3
2022/02/24 17:24:38.560,-17446,4663,3
2022/02/24 17:24:38.562,-17427,4648,3
2022/02/24 17:24:38.564,-17394,4635,3
2022/02/24 17:24:38.565,-17349,4623,3
2022/02/24 17:24:38.567,-17298,4613,3
2022/02/24 17:24:38.569,-17247,4607,3
2022/02/24 17:24:38.570,-17205,4605,3
2022/02/24 17:24:38.572,-17178,4605,3
2022/02/24 17:24:38.574,-17170,4606,3
2022/02/24 17:24:38.575,-17184,4608,3
2022/02/24 17:24:38.577,-17220,4611,3
2022/02/24 17:24:38.579,-17272,4613,3
2022/02/24 17:24:38.580,-17334,4614,3
2022/02/24 17:24:38.582,-17397,4615,3
2022/02/24 17:24:38.584,-17452,4615,3
2022/02/24 17:24:38.585,-17493,4615,3
2022/02/24 17:24:38.587,-17513,4614,3
2022/02/24 17:24:38.589,-17509,4615,3
2022/02/24 17:24:38.590,-17483,4618,3
2022/02/24 17:24:38.592,-17439,4621,3
2022/02/24 17:24:38.594,-17385,4625,3
2022/02/24 17:24:38.595,-17328,4630,3
2022/02/24 17:24:38.597,-17278,4635,3
2022/02/24 17:24:38.599,-17243,4639,3
2022/02/24 17:24:38.600,-17228,4639,3
2022/02/24 17:24:38.602,-17236,4638,3
2022/02/24 17:24:38.604,-17268,4633,3
2022/02/24 17:24:38.605,-17318,4624,3
2022/02/24 17:24:38.607,-17382,4611,3
2022/02/24 17:24:38.609,-17451,4596,3
2022/02/24 17:24:38.610,-17517,4580,3
2022/02/24 17:24:38.612,-17574,4564,3
2022/02/24 17:24:38.614,-17614,4549,3
2022/02/24 17:24:38.615,-17634,4539,3
2022/02/24 17:24:38.617,-17633,4533,3
2022/02/24 17:24:38.619,-17612,4532,3
2022/02/24 17:24:38.620,-17575,4535,3
2022/02/24 17:24:38.622,-17526,4542,3
2022/02/24 17:24:38.624,-17472,4552,3
2022/02/24 17:24:38.625,-17418,4562,3
2022/02/24 17:24:38.627,-17370,4571,3
2022/02/24 17:24:38.629,-17332,4580,3
2022/02/24 17:24:38.630,-17306,4586,3
2022/02/24 17:24:38.632,-17293,4589,3
2022/02/24 17:24:38.634,-17291,4589,3
2022/02/24 17:24:38.635,-17298,4589,3
2022/02/24 17:24:38.637,-17311,4589,3
2022/02/24 17:24:38.639,-17325,4590,3
2022/02/24 17:24:38.640,-17337,4592,3
2022/02/24 17:24:38.642,-17345,4596,3
2022/02/24 17:24:38.644,-17347,4603,3
2022/02/24 17:24:38.645,-17344,4610,3
2022/02/24 17:24:38.647,-17335,4618,3
2022/02/24 17:24:38.649,-17324,4625,3
2022/02/24 17:24:38.650,-17313,4631,3
2022/02/24 17:24:38.652,-17303,4634,3
2022/02/24 17:24:38.654,-17297,4634,3
2022/02/24 17:24:38.655,-17295,4631,3
2022/02/24 17:24:38.657,-17298,4625,3
2022/02/24 17:24:38.659,-17303,4617,3
2022/02/24 17:24:38.660,-17310,4606,3
2022/02/24 17:24:38.662,-17315,4595,3
2022/02/24 17:24:38.664,-17318,4584,3
2022/02/24 17:24:38.665,-17316,4572,3
2022/02/24 17:24:38.667,-17309,4560,3
2022/02/24 17:24:38.669,-17297,4550,3
2022/02/24 17:24:38.670,-17283,4541,3
2022/02/24 17:24:38.672,-17269,4534,3
2022/02/24 17:24:38.674,-17257,4528,3
2022/02/24 17:24:38.675,-17249,4525,3
2022/02/24 17:24:38.677,-17248,4526,3
2022/02/24 17:24:38.679,-17254,4529,3
2022/02/24 17:24:38.680,-17266,4533,3
2022/02/24 17:24:38.682,-17282,4539,3
2022/02/24 17:24:38.684,-17299,4546,3
2022/02/24 17:24:38.685,-17316,4552,3
2022/02/24 17:24:38.687,-17327,4555,3
2022/02/24 17:24:38.689,-17332,4557,3
2022/02/24 17:24:38.690,-17328,4557,3
2022/02/24 17:24:38.692,-17317,4554,3
2022/02/24 17:24:38.694,-17298,4551,3
2022/02/24 17:24:38.695,-17275,4547,3
2022/02/24 17:24:38.697,-17252,4546,3
2022/02/24 17:24:38.699,-17232,4545,3
2022/02/24 17:24:38.700,-17221,4547,3
2022/02/24 17:24:38.702,-17220,4550,3
2022/02/24 17:24:38.704,-17233,4555,3
2022/02/24 17:24:38.705,-17260,4558,3
2022/02/24 17:24:38.707,-17299,4558,3
2022/02/24 17:24:38.709,-17347,4555,3
2022/02/24 17:24:38.710,-17401,4547,3
2022/02/24 17:24:38.712,-17453,4534,3
2022/02/24 17:24:38.714,-17498,4516,3
2022/02/24 17:24:38.715,-17531,4497,3
2022/02/24 17:24:38.717,-17548,4478,3
2022/02/24 17:24:38.719,-17545,4461,3
2022/02/24 17:24:38.720,-17522,4449,3
2022/02/24 17:24:38.722,-17483,4443,3
2022/02/24 17:24:38.724,-17431,4444,3
2022/02/24 17:24:38.725,-17372,4451,3
2022/02/24 17:24:38.727,-17314,4463,3
2022/02/24 17:24:38.729,-17264,4479,3
2022/02/24 17:24:38.730,-17227,4498,3
2022/02/24 17:24:38.732,-17206,4515,3
2022/02/24 17:24:38.734,-17203,4531,3
2022/02/24 17:24:38.735,-17216,4544,3
2022/02/24 17:24:38.737,-17240,4555,3
2022/02/24 17:24:38.739,-17269,4564,3
2022/02/24 17:24:38.740,-17297,4570,3
2022/02/24 17:24:38.742,-17317,4576,3
2022/02/24 17:24:38.744,-17326,4582,3
2022/02/24 17:24:38.745,-17320,4588,3
2022/02/24 17:24:38.747,-17301,4592,3
2022/02/24 17:24:38.749,-17272,4596,3
2022/02/24 17:24:38.750,-17239,4599,3
2022/02/24 17:24:38.752,-17208,4598,3
2022/02/24 17:24:38.754,-17185,4594,3
2022/02/24 17:24:38.755,-17175,4587,3
2022/02/24 17:24:38.757,-17180,4579,3
2022/02/24 17:24:38.759,-17199,4567,3
2022/02/24 17:24:38.760,-17229,4555,3
2022/02/24 17:24:38.762,-17263,4544,3
2022/02/24 17:24:38.764,-17297,4536,3
2022/02/24 17:24:38.765,-17323,4531,3
2022/02/24 17:24:38.767,-17336,4531,3
2022/02/24 17:24:38.769,-17333,4536,3
2022/02/24 17:24:38.770,-17317,4546,3
2022/02/24 17:24:38.772,-17290,4559,3
2022/02/24 17:24:38.774,-17257,4575,3
2022/02/24 17:24:38.775,-17226,4593,3
2022/02/24 17:24:38.777,-17204,4611,3
2022/02/24 17:24:38.779,-17197,4626,3
2022/02/24 17:24:38.780,-17206,4638,3
2022/02/24 17:24:38.782,-17234,4646,3
2022/02/24 17:24:38.784,-17277,4649,3
2022/02/24 17:24:38.785,-17329,4646,3
2022/02/24 17:24:38.787,-17383,4637,3
2022/02/24 17:24:38.789,-17432,4625,3
2022/02/24 17:24:38.790,-17469,4610,3
2022/02/24 17:24:38.792,-17489,4596,3
2022/02/24 17:24:38.794,-17490,4582,3
2022/02/24 17:24:38.795,-17472,4574,3
2022/02/24 17:24:38.797,-17439,4573,3
2022/02/24 17:24:38.799,-17398,4579,3
2022/02/24 17:24:38.800,-17354,4592,3
2022/02/24 17:24:38.802,-17314,4613,3
2022/02/24 17:24:38.804,-17285,4638,3
2022/02/24 17:24:38.805,-17271,4665,3
2022/02/24 17:24:38.807,-17274,4690,3
2022/02/24 17:24:38.809,-17291,4711,3
2022/02/24 17:24:38.810,-17322,4725,3
2022/02/24 17:24:38.812,-17359,4730,3
2022/02/24 17:24:38.814,-17397,4725,3
2022/02/24 17:24:38.815,-17430,4712,3
2022/02/24 17:24:38.817,-17453,4694,3
2022/02/24 17:24:38.819,-17463,4673,3
2022/02/24 17:24:38.820,-17458,4652,3
2022/02/24 17:24:38.822,-17438,4635,3
2022/02/24 17:24:38.824,-17407,4626,3
2022/02/24 17:24:38.825,-17369,4625,3
2022/02/24 17:24:38.827,-17328,4632,3
2022/02/24 17:24:38.829,-17290,4647,3
2022/02/24 17:24:38.830,-17259,4670,3
2022/02/24 17:24:38.832,-17237,4695,3
2022/02/24 17:24:38.834,-17227,4720,3
2022/02/24 17:24:38.835,-17227,4744,3
2022/02/24 17:24:38.837,-17236,4763,3
2022/02/24 17:24:38.839,-17250,4775,3
2022/02/24 17:24:38.840,-17266,4779,3
2022/02/24 17:24:38.842,-17280,4777,3
2022/02/24 17:24:38.844,-17289,4769,3
2022/02/24 17:24:38.845,-17293,4756,3
2022/02/24 17:24:38.847,-17290,4741,3
2022/02/24 17:24:38.849,-17282,4727,3
2022/02/24 17:24:38.850,-17270,4715,3
2022/02/24 17:24:38.852,-17258,4707,3
2022/02/24 17:24:38.854,-17248,4704,3
2022/02/24 17:24:38.855,-17242,4707,3
2022/02/24 17:24:38.857,-17242,4716,3
2022/02/24 17:24:38.859,-17249,4727,3
2022/02/24 17:24:38.860,-17263,4740,3
2022/02/24 17:24:38.862,-17283,4752,3
2022/02/24 17:24:38.864,-17307,4761,3
2022/02/24 17:24:38.865,-17332,4763,3
2022/02/24 17:24:38.867,-17356,4758,3
2022/02/24 17:24:38.869,-17377,4745,3
2022/02/24 17:24:38.870,-17394,4724,3
2022/02/24 17:24:38.872,-17405,4697,3
2022/02/24 17:24:38.874,-17408,4666,3
2022/02/24 17:24:38.875,-17405,4634,3
2022/02/24 17:24:38.877,-17396,4607,3
2022/02/24 17:24:38.879,-17380,4584,3
2022/02/24 17:24:38.880,-17360,4570,3
2022/02/24 17:24:38.882,-17336,4567,3
2022/02/24 17:24:38.884,-17311,4576,3
2022/02/24 17:24:38.885,-17286,4594,3
2022/02/24 17:24:38.887,-17262,4620,3
2022/02/24 17:24:38.889,-17242,4652,3
2022/02/24 17:24:38.890,-17227,4689,3
2022/02/24 17:24:38.892,-17216,4725,3
2022/02/24 17:24:38.894,-17211,4759,3
2022/02/24 17:24:38.895,-17211,4789,3
2022/02/24 17:24:38.897,-17217,4815,3
2022/02/24 17:24:38.899,-17226,4834,3
2022/02/24 17:24:38.900,-17237,4846,3
2022/02/24 17:24:38.902,-17251,4852,3
2022/02/24 17:24:38.904,-17267,4853,3
2022/02/24 17:24:38.905,-17285,4847,3
2022/02/24 17:24:38.907,-17304,4836,3
2022/02/24 17:24:38.909,-17325,4821,3
2022/02/24 17:24:38.910,-17347,4803,3
2022/02/24 17:24:38.912,-17369,4783,3
2022/02/24 17:24:38.914,-17390,4761,3
2022/02/24 17:24:38.915,-17407,4741,3
2022/02/24 17:24:38.917,-17418,4725,3
2022/02/24 17:24:38.919,-17420,4712,3
2022/02/24 17:24:38.920,-17411,4703,3
2022/02/24 17:24:38.922,-17390,4700,3
2022/02/24 17:24:38.924,-17358,4705,3
2022/02/24 17:24:38.925,-17317,4714,3
2022/02/24 17:24:38.927,-17271,4727,3
2022/02/24 17:24:38.929,-17224,4745,3
2022/02/24 17:24:38.930,-17183,4767,3
2022/02/24 17:24:38.932,-17152,4789,3
2022/02/24 17:24:38.934,-17135,4812,3
2022/02/24 17:24:38.935,-17133,4835,3
2022/02/24 17:24:38.937,-17148,4858,3
2022/02/24 17:24:38.939,-17177,4879,3
2022/02/24 17:24:38.940,-17216,4897,3
2022/02/24 17:24:38.942,-17260,4912,3
2022/02/24 17:24:38.944,-17303,4923,3
2022/02/24 17:24:38.945,-17343,4930,3
2022/02/24 17:24:38.947,-17375,4930,3
2022/02/24 17:24:38.949,-17398,4926,3
2022/02/24 17:24:38.950,-17412,4917,3
2022/02/24 17:24:38.952,-17419,4904,3
2022/02/24 17:24:38.954,-17421,4888,3
2022/02/24 17:24:38.955,-17420,4872,3
2022/02/24 17:24:38.957,-17417,4858,3
2022/02/24 17:24:38.959,-17413,4847,3
2022/02/24 17:24:38.960,-17407,4840,3
2022/02/24 17:24:38.962,-17398,4838,3
2022/02/24 17:24:38.964,-17383,4842,3
2022/02/24 17:24:38.965,-17363,4849,3
2022/02/24 17:24:38.967,-17335,4858,3
2022/02/24 17:24:38.969,-17302,4868,3
2022/02/24 17:24:38.970,-17268,4879,3
2022/02/24 17:24:38.972,-17236,4887,3
2022/02/24 17:24:38.974,-17213,4892,3
2022/02/24 17:24:38.975,-17203,4895,3
2022/02/24 17:24:38.977,-17210,4897,3
2022/02/24 17:24:38.979,-17236,4898,3
2022/02/24 17:24:38.980,-17278,4899,3
2022/02/24 17:24:38.982,-17334,4901,3
2022/02/24 17:24:38.984,-17397,4906,3
2022/02/24 17:24:38.985,-17459,4911,3
2022/02/24 17:24:38.987,-17511,4916,3
2022/02/24 17:24:38.989,-17546,4922,3
2022/02/24 17:24:38.990,-17560,4929,3
2022/02/24 17:24:38.992,-17552,4935,3
2022/02/24 17:24:38.994,-17524,4941,3
2022/02/24 17:24:38.995,-17479,4947,3
2022/02/24 17:24:38.997,-17428,4956,3
2022/02/24 17:24:38.999,-17379,4966,3
2022/02/24 17:24:39.000,-17339,4978,3
2022/02/24 17:24:39.002,-17317,4993,3
2022/02/24 17:24:39.004,-17317,5011,3
2022/02/24 17:24:39.005,-17340,5028,3
2022/02/24 17:24:39.007,-17383,5045,3
2022/02/24 17:24:39.009,-17441,5059,3
2022/02/24 17:24:39.010,-17506,5069,3
2022/02/24 17:24:39.012,-17570,5074,3
2022/02/24 17:24:39.014,-17623,5072,3
2022/02/24 17:24:39.015,-17660,5066,3
2022/02/24 17:24:39.017,-17676,5056,3
2022/02/24 17:24:39.019,-17670,5043,3
2022/02/24 17:24:39.020,-17645,5029,3
2022/02/24 17:24:39.022,-17605,5018,3
2022/02/24 17:24:39.024,-17558,5009,3
2022/02/24 17:24:39.025,-17512,5002,3
2022/02/24 17:24:39.027,-17472,4998,3
2022/02/24 17:24:39.029,-17445,4996,3
2022/02/24 17:24:39.030,-17435,4996,3
2022/02/24 17:24:39.032,-17442,4995,3
2022/02/24 17:24:39.034,-17463,4993,3
2022/02/24 17:24:39.035,-17496,4991,3
2022/02/24 17:24:39.037,-17534,4989,3
2022/02/24 17:24:39.039,-17572,4988,3
2022/02/24 17:24:39.040,-17603,4989,3
2022/02/24 17:24:39.042,-17622,4993,3
2022/02/24 17:24:39.044,-17627,5002,3
2022/02/24 17:24:39.045,-17619,5013,3
2022/02/24 17:24:39.047,-17600,5027,3
2022/02/24 17:24:39.049,-17572,5042,3
2022/02/24 17:24:39.050,-17542,5056,3
2022/02/24 17:24:39.052,-17514,5067,3
2022/02/24 17:24:39.054,-17494,5072,3
2022/02/24 17:24:39.055,-17485,5071,3
2022/02/24 17:24:39.057,-17488,5065,3
2022/02/24 17:24:39.059,-17503,5053,3
2022/02/24 17:24:39.060,-17528,5036,3
2022/02/24 17:24:39.062,-17558,5018,3
2022/02/24 17:24:39.064,-17589,5002,3
2022/02/24 17:24:39.065,-17618,4988,3
2022/02/24 17:24:39.067,-17639,4979,3
2022/02/24 17:24:39.069,-17650,4975,3
2022/02/24 17:24:39.070,-17650,4978,3
2022/02/24 17:24:39.072,-17641,4985,3
2022/02/24 17:24:39.074,-17623,4994,3
2022/02/24 17:24:39.075,-17601,5006,3
2022/02/24 17:24:39.077,-17577,5018,3
2022/02/24 17:24:39.079,-17556,5028,3
2022/02/24 17:24:39.080,-17539,5034,3
2022/02/24 17:24:39.082,-17528,5038,3
2022/02/24 17:24:39.084,-17525,5040,3
2022/02/24 17:24:39.085,-17527,5038,3
2022/02/24 17:24:39.087,-17534,5035,3
2022/02/24 17:24:39.089,-17542,5033,3
2022/02/24 17:24:39.090,-17549,5033,3
2022/02/24 17:24:39.092,-17553,5036,3
2022/02/24 17:24:39.094,-17551,5042,3
2022/02/24 17:24:39.095,-17544,5053,3
2022/02/24 17:24:39.097,-17532,5069,3
2022/02/24 17:24:39.099,-17517,5088,3
2022/02/24 17:24:39.100,-17502,5108,3
2022/02/24 17:24:39.102,-17491,5128,3
2022/02/24 17:24:39.104,-17487,5147,3
2022/02/24 17:24:39.105,-17493,5160,3
2022/02/24 17:24:39.107,-17511,5165,3
2022/02/24 17:24:39.109,-17541,5162,3
2022/02/24 17:24:39.110,-17580,5150,3
2022/02/24 17:24:39.112,-17625,5130,3
2022/02/24 17:24:39.114,-17670,5102,3
2022/02/24 17:24:39.115,-17710,5071,3
2022/02/24 17:24:39.117,-17740,5039,3
2022/02/24 17:24:39.119,-17754,5009,3
2022/02/24 17:24:39.120,-17749,4983,3
2022/02/24 17:24:39.122,-17726,4965,3
2022/02/24 17:24:39.124,-17687,4957,3
2022/02/24 17:24:39.125,-17636,4957,3
2022/02/24 17:24:39.127,-17581,4965,3
2022/02/24 17:24:39.129,-17527,4979,3
2022/02/24 17:24:39.130,-17483,4999,3
2022/02/24 17:24:39.132,-17453,5019,3
2022/02/24 17:24:39.134,-17439,5039,3
2022/02/24 17:24:39.135,-17442,5057,3
2022/02/24 17:24:39.137,-17460,5073,3
2022/02/24 17:24:39.139,-17487,5085,3
2022/02/24 17:24:39.140,-17517,5092,3
2022/02/24 17:24:39.142,-17544,5098,3
2022/02/24 17:24:39.144,-17563,5101,3
2022/02/24 17:24:39.145,-17573,5103,3
2022/02/24 17:24:39.147,-17573,5101,3
2022/02/24 17:24:39.149,-17565,5099,3
2022/02/24 17:24:39.150,-17553,5095,3
2022/02/24 17:24:39.152,-17544,5088,3
2022/02/24 17:24:39.154,-17540,5078,3
2022/02/24 17:24:39.155,-17546,5068,3
2022/02/24 17:24:39.157,-17561,5056,3
2022/02/24 17:24:39.159,-17585,5044,3
2022/02/24 17:24:39.160,-17613,5033,3
2022/02/24 17:24:39.162,-17638,5024,3
2022/02/24 17:24:39.164,-17655,5019,3
2022/02/24 17:24:39.165,-17660,5017,3
2022/02/24 17:24:39.167,-17648,5017,3
2022/02/24 17:24:39.169,-17622,5022,3
2022/02/24 17:24:39.170,-17585,5028,3
2022/02/24 17:24:39.172,-17544,5036,3
2022/02/24 17:24:39.174,-17506,5041,3
2022/02/24 17:24:39.175,-17480,5046,3
2022/02/24 17:24:39.177,-17473,5049,3
2022/02/24 17:24:39.179,-17488,5049,3
2022/02/24 17:24:39.180,-17524,5046,3
2022/02/24 17:24:39.182,-17580,5041,3
2022/02/24 17:24:39.184,-17646,5036,3
2022/02/24 17:24:39.185,-17714,5031,3
2022/02/24 17:24:39.187,-17775,5028,3
2022/02/24 17:24:39.189,-17818,5027,3
2022/02/24 17:24:39.190,-17840,5032,3
2022/02/24 17:24:39.192,-17839,5040,3
2022/02/24 17:24:39.194,-17816,5053,3
2022/02/24 17:24:39.195,-17778,5069,3
2022/02/24 17:24:39.197,-17734,5090,3
2022/02/24 17:24:39.199,-17693,5112,3
2022/02/24 17:24:39.200,-17665,5134,3
2022/02/24 17:24:39.202,-17655,5154,3
2022/02/24 17:24:39.204,-17667,5171,3
2022/02/24 17:24:39.205,-17700,5182,3
2022/02/24 17:24:39.207,-17749,5186,3
2022/02/24 17:24:39.209,-17806,5182,3
2022/02/24 17:24:39.210,-17863,5173,3
2022/02/24 17:24:39.212,-17910,5156,3
2022/02/24 17:24:39.214,-17942,5135,3
2022/02/24 17:24:39.215,-17953,5111,3
2022/02/24 17:24:39.217,-17944,5088,3
2022/02/24 17:24:39.219,-17919,5067,3
2022/02/24 17:24:39.220,-17882,5048,3
2022/02/24 17:24:39.222,-17841,5035,3
2022/02/24 17:24:39.224,-17804,5027,3
2022/02/24 17:24:39.225,-17778,5023,3
2022/02/24 17:24:39.227,-17764,5022,3
2022/02/24 17:24:39.229,-17765,5022,3
2022/02/24 17:24:39.230,-17776,5025,3
2022/02/24 17:24:39.232,-17795,5026,3
2022/02/24 17:24:39.234,-17815,5027,3
2022/02/24 17:24:39.235,-17830,5029,3
2022/02/24 17:24:39.237,-17837,5034,3
2022/02/24 17:24:39.239,-17833,5041,3
2022/02/24 17:24:39.240,-17819,5052,3
2022/02/24 17:24:39.242,-17800,5068,3
2022/02/24 17:24:39.244,-17782,5089,3
2022/02/24 17:24:39.245,-17770,5113,3
2022/02/24 17:24:39.247,-17770,5138,3
2022/02/24 17:24:39.249,-17785,5162,3
2022/02/24 17:24:39.250,-17817,5182,3
2022/02/24 17:24:39.252,-17861,5193,3
2022/02/24 17:24:39.254,-17910,5195,3
2022/02/24 17:24:39.255,-17956,5187,3
2022/02/24 17:24:39.257,-17988,5170,3
2022/02/24 17:24:39.259,-17999,5145,3
2022/02/24 17:24:39.260,-17981,5116,3
2022/02/24 17:24:39.262,-17934,5086,3
2022/02/24 17:24:39.264,-17859,5061,3
2022/02/24 17:24:39.265,-17766,5043,3
2022/02/24 17:24:39.267,-17663,5032,3
2022/02/24 17:24:39.269,-17565,5032,3
2022/02/24 17:24:39.270,-17484,5041,3
2022/02/24 17:24:39.272,-17431,5057,3
2022/02/24 17:24:39.274,-17411,5076,3
2022/02/24 17:24:39.275,-17428,5096,3
2022/02/24 17:24:39.277,-17475,5114,3
2022/02/24 17:24:39.279,-17546,5127,3
2022/02/24 17:24:39.280,-17627,5132,3
2022/02/24 17:24:39.282,-17707,5131,3
2022/02/24 17:24:39.284,-17773,5123,3
2022/02/24 17:24:39.285,-17817,5111,3
2022/02/24 17:24:39.287,-17833,5097,3
2022/02/24 17:24:39.289,-17822,5083,3
2022/02/24 17:24:39.290,-17790,5075,3
2022/02/24 17:24:39.292,-17745,5072,3
2022/02/24 17:24:39.294,-17697,5076,3
2022/02/24 17:24:39.295,-17656,5087,3
2022/02/24 17:24:39.297,-17630,5106,3
2022/02/24 17:24:39.299,-17627,5129,3
2022/02/24 17:24:39.300,-17645,5154,3
2022/02/24 17:24:39.302,-17682,5178,3
2022/02/24 17:24:39.304,-17733,5198,3
2022/02/24 17:24:39.305,-17791,5212,3
2022/02/24 17:24:39.307,-17846,5216,3
2022/02/24 17:24:39.309,-17893,5212,3
2022/02/24 17:24:39.310,-17925,5200,3
2022/02/24 17:24:39.312,-17941,5179,3
2022/02/24 17:24:39.314,-17942,5153,3
2022/02/24 17:24:39.315,-17932,5124,3
2022/02/24 17:24:39.317,-17914,5096,3
2022/02/24 17:24:39.319,-17895,5071,3
2022/02/24 17:24:39.320,-17879,5051,3
2022/02/24 17:24:39.322,-17871,5037,3
2022/02/24 17:24:39.324,-17871,5031,3
2022/02/24 17:24:39.325,-17879,5031,3
2022/02/24 17:24:39.327,-17891,5036,3
2022/02/24 17:24:39.329,-17906,5045,3
2022/02/24 17:24:39.330,-17916,5058,3
2022/02/24 17:24:39.332,-17921,5072,3
2022/02/24 17:24:39.334,-17915,5085,3
2022/02/24 17:24:39.335,-17897,5098,3
2022/02/24 17:24:39.337,-17867,5111,3
2022/02/24 17:24:39.339,-17829,5122,3
2022/02/24 17:24:39.340,-17783,5131,3
2022/02/24 17:24:39.342,-17735,5140,3
2022/02/24 17:24:39.344,-17689,5148,3
2022/02/24 17:24:39.345,-17650,5155,3
2022/02/24 17:24:39.347,-17619,5159,3
2022/02/24 17:24:39.349,-17598,5163,3
2022/02/24 17:24:39.350,-17589,5165,3
2022/02/24 17:24:39.352,-17591,5166,3
2022/02/24 17:24:39.354,-17600,5165,3
2022/02/24 17:24:39.355,-17616,5164,3
2022/02/24 17:24:39.357,-17634,5163,3
2022/02/24 17:24:39.359,-17653,5162,3
2022/02/24 17:24:39.360,-17670,5162,3
2022/02/24 17:24:39.362,-17684,5161,3
2022/02/24 17:24:39.364,-17695,5161,3
2022/02/24 17:24:39.365,-17705,5160,3
2022/02/24 17:24:39.367,-17714,5156,3
2022/02/24 17:24:39.369,-17724,5149,3
2022/02/24 17:24:39.370,-17738,5141,3
2022/02/24 17:24:39.372,-17756,5129,3
2022/02/24 17:24:39.374,-17776,5115,3
2022/02/24 17:24:39.375,-17799,5101,3
2022/02/24 17:24:39.377,-17821,5089,3
2022/02/24 17:24:39.379,-17840,5080,3
2022/02/24 17:24:39.380,-17854,5074,3
2022/02/24 17:24:39.382,-17858,5074,3
2022/02/24 17:24:39.384,-17854,5080,3
2022/02/24 17:24:39.385,-17841,5090,3
2022/02/24 17:24:39.387,-17821,5102,3
2022/02/24 17:24:39.389,-17796,5115,3
2022/02/24 17:24:39.390,-17770,5127,3
2022/02/24 17:24:39.392,-17748,5137,3
2022/02/24 17:24:39.394,-17733,5142,3
2022/02/24 17:24:39.395,-17725,5145,3
2022/02/24 17:24:39.397,-17725,5146,3
2022/02/24 17:24:39.399,-17734,5147,3
2022/02/24 17:24:39.400,-17747,5148,3
2022/02/24 17:24:39.402,-17762,5151,3
2022/02/24 17:24:39.404,-17777,5158,3
2022/02/24 17:24:39.405,-17790,5168,3
2022/02/24 17:24:39.407,-17799,5180,3
2022/02/24 17:24:39.409,-17804,5191,3
2022/02/24 17:24:39.410,-17808,5201,3
2022/02/24 17:24:39.412,-17813,5205,3
2022/02/24 17:24:39.414,-17820,5203,3
2022/02/24 17:24:39.415,-17832,5193,3
2022/02/24 17:24:39.417,-17848,5177,3
2022/02/24 17:24:39.419,-17868,5156,3
2022/02/24 17:24:39.420,-17888,5132,3
2022/02/24 17:24:39.422,-17903,5109,3
2022/02/24 17:24:39.424,-17910,5091,3
2022/02/24 17:24:39.425,-17905,5081,3
2022/02/24 17:24:39.427,-17887,5080,3
2022/02/24 17:24:39.429,-17854,5088,3
2022/02/24 17:24:39.430,-17812,5108,3
2022/02/24 17:24:39.432,-17765,5134,3
2022/02/24 17:24:39.434,-17718,5163,3
2022/02/24 17:24:39.435,-17681,5192,3
2022/02/24 17:24:39.437,-17659,5219,3
2022/02/24 17:24:39.439,-17658,5239,3
2022/02/24 17:24:39.440,-17679,5248,3
2022/02/24 17:24:39.442,-17720,5248,3
2022/02/24 17:24:39.444,-17779,5238,3
2022/02/24 17:24:39.445,-17848,5220,3
2022/02/24 17:24:39.447,-17920,5196,3
2022/02/24 17:24:39.449,-17985,5171,3
2022/02/24 17:24:39.450,-18037,5148,3
2022/02/24 17:24:39.452,-18070,5130,3
2022/02/24 17:24:39.454,-18083,5118,3
2022/02/24 17:24:39.455,-18074,5114,3
2022/02/24 17:24:39.457,-18047,5121,3
2022/02/24 17:24:39.459,-18007,5134,3
2022/02/24 17:24:39.460,-17959,5152,3
2022/02/24 17:24:39.462,-17910,5173,3
2022/02/24 17:24:39.464,-17865,5193,3
2022/02/24 17:24:39.465,-17828,5210,3
2022/02/24 17:24:39.467,-17801,5219,3
2022/02/24 17:24:39.469,-17785,5221,3
2022/02/24 17:24:39.470,-17780,5215,3
2022/02/24 17:24:39.472,-17784,5203,3
2022/02/24 17:24:39.474,-17794,5184,3
2022/02/24 17:24:39.475,-17808,5163,3
2022/02/24 17:24:39.477,-17824,5143,3
2022/02/24 17:24:39.479,-17841,5126,3
2022/02/24 17:24:39.480,-17858,5113,3
2022/02/24 17:24:39.482,-17874,5106,3
2022/02/24 17:24:39.484,-17888,5107,3
2022/02/24 17:24:39.485,-17901,5113,3
2022/02/24 17:24:39.487,-17910,5124,3
2022/02/24 17:24:39.489,-17916,5138,3
2022/02/24 17:24:39.490,-17917,5153,3
2022/02/24 17:24:39.492,-17914,5169,3
2022/02/24 17:24:39.494,-17905,5182,3
2022/02/24 17:24:39.495,-17890,5193,3
2022/02/24 17:24:39.497,-17870,5203,3
2022/02/24 17:24:39.499,-17848,5210,3
2022/02/24 17:24:39.500,-17825,5214,3
2022/02/24 17:24:39.502,-17804,5216,3
2022/02/24 17:24:39.504,-17787,5216,3
2022/02/24 17:24:39.505,-17777,5213,3
2022/02/24 17:24:39.507,-17776,5205,3
2022/02/24 17:24:39.509,-17783,5193,3
2022/02/24 17:24:39.510,-17799,5177,3
2022/02/24 17:24:39.512,-17820,5157,3
2022/02/24 17:24:39.514,-17845,5133,3
2022/02/24 17:24:39.515,-17868,5108,3
2022/02/24 17:24:39.517,-17887,5085,3
2022/02/24 17:24:39.519,-17899,5066,3
2022/02/24 17:24:39.520,-17902,5053,3
2022/02/24 17:24:39.522,-17895,5048,3
